<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: WHY_Executive_Demo_Dataset.csv>index,Date,YearMonth,Year,MonthNo,Month,Country Code,Country,Sales Channel Code,Sales Channel,Product Group Code,Product Group,Gross Revenue,Currency
447,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,20198.89,EUR
448,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,22635.1,EUR
449,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,22800.34,EUR
450,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,15087.03,EUR
451,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,15037.92,EUR
452,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,16458.91,EUR
453,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,16464.73,EUR
454,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,18308.4,EUR
455,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,18380.93,EUR
456,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,20048.67,EUR
457,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,20164.25,EUR
458,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,21261.49,EUR
459,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,21422.44,EUR
460,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,21876.63,EUR
461,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,22081.7,EUR
462,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,22495.19,EUR
463,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,22746.64,EUR
464,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,23969.19,EUR
465,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,24280.35,EUR
466,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,26216.34,EUR
467,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,PARTNER,Partner Sales,IND,Industrial Solutions,26603.98,EUR
468,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,9329.33,EUR
469,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,9272.77,EUR
470,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,9975.1,EUR
471,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,9950.61,EUR
472,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,10875.19,EUR
473,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,10887.73,EUR
474,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,11910.1,EUR
475,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,11945.31,EUR
476,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,12631.82,EUR
477,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,12691.97,EUR
478,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,12998.54,EUR
479,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,13083.88,EUR
480,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,13107.77,EUR
481,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,13217.46,EUR
482,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,13696.68,EUR
483,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,13836.0,EUR
484,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,14839.44,EUR
485,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,PARTNER,Partner Sales,SVC,Services & Support,15017.16,EUR
486,2025-01-01,2025-01,2025,1,Jan,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,17799.53,EUR
487,2026-01-01,2026-01,2026,1,Jan,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,17558.45,EUR
488,2025-02-01,2025-02,2025,2,Feb,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,17935.14,EUR
489,2026-02-01,2026-02,2026,2,Feb,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,17756.91,EUR
490,2025-03-01,2025-03,2025,3,Mar,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,18611.78,EUR
491,2026-03-01,2026-03,2026,3,Mar,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,18493.96,EUR
492,2025-04-01,2025-04,2025,4,Apr,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,18633.0,EUR
493,2026-04-01,2026-04,2026,4,Apr,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,18548.64,EUR
494,2025-05-01,2025-05,2025,5,May,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,18982.84,EUR
495,2026-05-01,2026-05,2026,5,May,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,18931.14,EUR
496,2025-06-01,2025-06,2025,6,Jun,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,19332.01,EUR
497,2026-06-01,2026-06,2026,6,Jun,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,19314.23,EUR
498,2025-07-01,2025-07,2025,7,Jul,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,20308.62,EUR
499,2026-07-01,2026-07,2026,7,Jul,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,20326.55,EUR
500,2025-08-01,2025-08,2025,8,Aug,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,23021.49,EUR
501,2026-08-01,2026-08,2026,8,Aug,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,23083.34,EUR
502,2025-09-01,2025-09,2025,9,Sep,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,26204.77,EUR
503,2026-09-01,2026-09,2026,9,Sep,IT,Italy,DIRECT,Direct Sales,CE,Consumer Electronics,26322.42,EUR
504,2025-01-01,2025-01,2025,1,Jan,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,19244.86,EUR
505,2026-01-01,2026-01,2026,1,Jan,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,16968.4,EUR
506,2025-02-01,2025-02,2025,2,Feb,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,19781.4,EUR
507,2026-02-01,2026-02,2026,2,Feb,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,17085.53,EUR
508,2025-03-01,2025-03,2025,3,Mar,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,20940.34,EUR
509,2026-03-01,2026-03,2026,3,Mar,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,17898.12,EUR
510,2025-04-01,2025-04,2025,4,Apr,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,21385.6,EUR
511,2026-04-01,2026-04,2026,4,Apr,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,18086.28,EUR
512,2025-05-01,2025-05,2025,5,May,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,22225.09,EUR
513,2026-05-01,2026-05,2026,5,May,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,19596.11,EUR
514,2025-06-01,2025-06,2025,6,Jun,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,23089.03,EUR
515,2026-06-01,2026-06,2026,6,Jun,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,21604.24,EUR
516,2025-07-01,2025-07,2025,7,Jul,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,24743.39,EUR
517,2026-07-01,2026-07,2026,7,Jul,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,24487.92,EUR
518,2025-08-01,2025-08,2025,8,Aug,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,27468.82,EUR
519,2026-08-01,2026-08,2026,8,Aug,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,28420.9,EUR
520,2025-09-01,2025-09,2025,9,Sep,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,30350.8,EUR
521,2026-09-01,2026-09,2026,9,Sep,IT,Italy,DIRECT,Direct Sales,IND,Industrial Solutions,32221.99,EUR
522,2025-01-01,2025-01,2025,1,Jan,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,11900.39,EUR
523,2026-01-01,2026-01,2026,1,Jan,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,11794.82,EUR
524,2025-02-01,2025-02,2025,2,Feb,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,11988.73,EUR
525,2026-02-01,2026-02,2026,2,Feb,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,11925.63,EUR
526,2025-03-01,2025-03,2025,3,Mar,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,12438.56,EUR
527,2026-03-01,2026-03,2026,3,Mar,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,12417.96,EUR
528,2025-04-01,2025-04,2025,4,Apr,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,12704.32,EUR
529,2026-04-01,2026-04,2026,4,Apr,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,12706.2,EUR
530,2025-05-01,2025-05,2025,5,May,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,13204.32,EUR
531,2026-05-01,2026-05,2026,5,May,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,13230.09,EUR
532,2025-06-01,2025-06,2025,6,Jun,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,13718.92,EUR
533,2026-06-01,2026-06,2026,6,Jun,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,13770.42,EUR
534,2025-07-01,2025-07,2025,7,Jul,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,14417.78,EUR
535,2026-07-01,2026-07,2026,7,Jul,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,14497.93,EUR
536,2025-08-01,2025-08,2025,8,Aug,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,15696.47,EUR
537,2026-08-01,2026-08,2026,8,Aug,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,15812.04,EUR
538,2025-09-01,2025-09,2025,9,Sep,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,17179.71,EUR
539,2026-09-01,2026-09,2026,9,Sep,IT,Italy,DIRECT,Direct Sales,SVC,Services & Support,17337.16,EUR
540,2025-01-01,2025-01,2025,1,Jan,IT,Italy,ONLINE,Online,CE,Consumer Electronics,12871.86,EUR
541,2026-01-01,2026-01,2026,1,Jan,IT,Italy,ONLINE,Online,CE,Consumer Electronics,12757.8,EUR
542,2025-02-01,2025-02,2025,2,Feb,IT,Italy,ONLINE,Online,CE,Consumer Electronics,13363.43,EUR
543,2026-02-01,2026-02,2026,2,Feb,IT,Italy,ONLINE,Online,CE,Consumer Electronics,13293.24,EUR
544,2025-03-01,2025-03,2025,3,Mar,IT,Italy,ONLINE,Online,CE,Consumer Electronics,14439.63,EUR
545,2026-03-01,2026-03,2026,3,Mar,IT,Italy,ONLINE,Online,CE,Consumer Electronics,14415.87,EUR
546,2025-04-01,2025-04,2025,4,Apr,IT,Italy,ONLINE,Online,CE,Consumer Electronics,14900.12,EUR
547,2026-04-01,2026-04,2026,4,Apr,IT,Italy,ONLINE,Online,CE,Consumer Electronics,14902.49,EUR
548,2025-05-01,2025-05,2025,5,May,IT,Italy,ONLINE,Online,CE,Consumer Electronics,15478.92,EUR
549,2026-05-01,2026-05,2026,5,May,IT,Italy,ONLINE,Online,CE,Consumer Electronics,15509.29,EUR
550,2025-06-01,2025-06,2025,6,Jun,IT,Italy,ONLINE,Online,CE,Consumer Electronics,15904.69,EUR
551,2026-06-01,2026-06,2026,6,Jun,IT,Italy,ONLINE,Online,CE,Consumer Electronics,15964.58,EUR
552,2025-07-01,2025-07,2025,7,Jul,IT,Italy,ONLINE,Online,CE,Consumer Electronics,17014.22,EUR
553,2026-07-01,2026-07,2026,7,Jul,IT,Italy,ONLINE,Online,CE,Consumer Electronics,17108.97,EUR
554,2025-08-01,2025-08,2025,8,Aug,IT,Italy,ONLINE,Online,CE,Consumer Electronics,19627.3,EUR
555,2026-08-01,2026-08,2026,8,Aug,IT,Italy,ONLINE,Online,CE,Consumer Electronics,19772.01,EUR
556,2025-09-01,2025-09,2025,9,Sep,IT,Italy,ONLINE,Online,CE,Consumer Electronics,22721.2,EUR
557,2026-09-01,2026-09,2026,9,Sep,IT,Italy,ONLINE,Online,CE,Consumer Electronics,22929.69,EUR
558,2025-01-01,2025-01,2025,1,Jan,IT,Italy,ONLINE,Online,IND,Industrial Solutions,13917.06,EUR
559,2026-01-01,2026-01,2026,1,Jan,IT,Italy,ONLINE,Online,IND,Industrial Solutions,13897.85,EUR
560,2025-02-01,2025-02,2025,2,Feb,IT,Italy,ONLINE,Online,IND,Industrial Solutions,14739.08,EUR
561,2026-02-01,2026-02,2026,2,Feb,IT,Italy,ONLINE,Online,IND,Industrial Solutions,14771.93,EUR
562,2025-03-01,2025-03,2025,3,Mar,IT,Italy,ONLINE,Online,IND,Industrial Solutions,16246.21,EUR
563,2026-03-01,2026-03,2026,3,Mar,IT,Italy,ONLINE,Online,IND,Industrial Solutions,16341.04,EUR
564,2025-04-01,2025-04,2025,4,Apr,IT,Italy,ONLINE,Online,IND,Industrial Solutions,17101.28,EUR
565,2026-04-01,2026-04,2026,4,Apr,IT,Italy,ONLINE,Online,IND,Industrial Solutions,17231.96,EUR
566,2025-05-01,2025-05,2025,5,May,IT,Italy,ONLINE,Online,IND,Industrial Solutions,18122.71,EUR
567,2026-05-01,2026-05,2026,5,May,IT,Italy,ONLINE,Online,IND,Industrial Solutions,18293.88,EUR
568,2025-06-01,2025-06,2025,6,Jun,IT,Italy,ONLINE,Online,IND,Industrial Solutions,18995.63,EUR
569,2026-06-01,2026-06,2026,6,Jun,IT,Italy,ONLINE,Online,IND,Industrial Solutions,19209.32,EUR
570,2025-07-01,2025-07,2025,7,Jul,IT,Italy,ONLINE,Online,IND,Industrial Solutions,20729.6,EUR
571,2026-07-01,2026-07,2026,7,Jul,IT,Italy,ONLINE,Online,IND,Industrial Solutions,21000.19,EUR
572,2025-08-01,2025-08,2025,8,Aug,IT,Italy,ONLINE,Online,IND,Industrial Solutions,23418.94,EUR
573,2026-08-01,2026-08,2026,8,Aug,IT,Italy,ONLINE,Online,IND,Industrial Solutions,23766.89,EUR
574,2025-09-01,2025-09,2025,9,Sep,IT,Italy,ONLINE,Online,IND,Industrial Solutions,26316.08,EUR
575,2026-09-01,2026-09,2026,9,Sep,IT,Italy,ONLINE,Online,IND,Industrial Solutions,26754.56,EUR
576,2025-01-01,2025-01,2025,1,Jan,IT,Italy,ONLINE,Online,SVC,Services & Support,8605.85,EUR
577,2026-01-01,2026-01,2026,1,Jan,IT,Italy,ONLINE,Online,SVC,Services & Support,8569.81,EUR
578,2025-02-01,2025-02,2025,2,Feb,IT,Italy,ONLINE,Online,SVC,Services & Support,8932.78,EUR
579,2026-02-01,2026-02,2026,2,Feb,IT,Italy,ONLINE,Online,SVC,Services & Support,8927.6,EUR
580,2025-03-01,2025-03,2025,3,Mar,IT,Italy,ONLINE,Online,SVC,Services & Support,9650.25,EUR
581,2026-03-01,2026-03,2026,3,Mar,IT,Italy,ONLINE,Online,SVC,Services & Support,9679.47,EUR
582,2025-04-01,2025-04,2025,4,Apr,IT,Italy,ONLINE,Online,SVC,Services & Support,10159.18,EUR
583,2026-04-01,2026-04,2026,4,Apr,IT,Italy,ONLINE,Online,SVC,Services & Support,10208.27,EUR
584,2025-05-01,2025-05,2025,5,May,IT,Italy,ONLINE,Online,SVC,Services & Support,10767.02,EUR
585,2026-05-01,2026-05,2026,5,May,IT,Italy,ONLINE,Online,SVC,Services & Support,10838.47,EUR
586,2025-06-01,2025-06,2025,6,Jun,IT,Italy,ONLINE,Online,SVC,Services & Support,11286.72,EUR
587,2026-06-01,2026-06,2026,6,Jun,IT,Italy,ONLINE,Online,SVC,Services & Support,11381.99,EUR
588,2025-07-01,2025-07,2025,7,Jul,IT,Italy,ONLINE,Online,SVC,Services & Support,12078.98,EUR
589,2026-07-01,2026-07,2026,7,Jul,IT,Italy,ONLINE,Online,SVC,Services & Support,12202.71,EUR
590,2025-08-01,2025-08,2025,8,Aug,IT,Italy,ONLINE,Online,SVC,Services & Support,13382.25,EUR
591,2026-08-01,2026-08,2026,8,Aug,IT,Italy,ONLINE,Online,SVC,Services & Support,13543.48,EUR
592,2025-09-01,2025-09,2025,9,Sep,IT,Italy,ONLINE,Online,SVC,Services & Support,14895.89,EUR
593,2026-09-01,2026-09,2026,9,Sep,IT,Italy,ONLINE,Online,SVC,Services & Support,15102.23,EUR
594,2025-01-01,2025-01,2025,1,Jan,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,12123.08,EUR
595,2026-01-01,2026-01,2026,1,Jan,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,11913.54,EUR
596,2025-02-01,2025-02,2025,2,Feb,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,12579.5,EUR
597,2026-02-01,2026-02,2026,2,Feb,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,12407.44,EUR
598,2025-03-01,2025-03,2025,3,Mar,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13447.01,EUR
599,2026-03-01,2026-03,2026,3,Mar,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13311.58,EUR
600,2025-04-01,2025-04,2025,4,Apr,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13731.64,EUR
601,2026-04-01,2026-04,2026,4,Apr,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13618.11,EUR
602,2025-05-01,2025-05,2025,5,May,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13715.11,EUR
603,2026-05-01,2026-05,2026,5,May,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13626.44,EUR
604,2025-06-01,2025-06,2025,6,Jun,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13559.26,EUR
605,2026-06-01,2026-06,2026,6,Jun,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13496.05,EUR
606,2025-07-01,2025-07,2025,7,Jul,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13966.28,EUR
607,2026-07-01,2026-07,2026,7,Jul,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,13926.35,EUR
608,2025-08-01,2025-08,2025,8,Aug,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,15522.91,EUR
609,2026-08-01,2026-08,2026,8,Aug,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,15506.51,EUR
610,2025-09-01,2025-09,2025,9,Sep,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,17677.82,EUR
611,2026-09-01,2026-09,2026,9,Sep,IT,Italy,PARTNER,Partner Sales,CE,Consumer Electronics,17691.04,EUR
612,2025-01-01,2025-01,2025,1,Jan,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,13107.48,EUR
613,2026-01-01,2026-01,2026,1,Jan,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,12978.98,EUR
614,2025-02-01,2025-02,2025,2,Feb,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,13874.46,EUR
615,2026-02-01,2026-02,2026,2,Feb,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,13788.49,EUR
616,2025-03-01,2025-03,2025,3,Mar,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,15129.4,EUR
617,2026-03-01,2026-03,2026,3,Mar,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,15090.24,EUR
618,2025-04-01,2025-04,2025,4,Apr,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,15760.18,EUR
619,2026-04-01,2026-04,2026,4,Apr,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,15747.82,EUR
620,2025-05-01,2025-05,2025,5,May,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,16057.63,EUR
621,2026-05-01,2026-05,2026,5,May,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,16073.99,EUR
622,2025-06-01,2025-06,2025,6,Jun,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,16194.39,EUR
623,2026-06-01,2026-06,2026,6,Jun,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,16240.1,EUR
624,2025-07-01,2025-07,2025,7,Jul,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,17016.09,EUR
625,2026-07-01,2026-07,2026,7,Jul,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,17094.81,EUR
626,2025-08-01,2025-08,2025,8,Aug,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,18521.64,EUR
627,2026-08-01,2026-08,2026,8,Aug,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,18640.74,EUR
628,2025-09-01,2025-09,2025,9,Sep,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,20474.75,EUR
629,2026-09-01,2026-09,2026,9,Sep,IT,Italy,PARTNER,Partner Sales,IND,Industrial Solutions,20643.33,EUR
630,2025-01-01,2025-01,2025,1,Jan,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,8105.24,EUR
631,2026-01-01,2026-01,2026,1,Jan,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,8003.01,EUR
632,2025-02-01,2025-02,2025,2,Feb,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,8408.76,EUR
633,2026-02-01,2026-02,2026,2,Feb,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,8333.05,EUR
634,2025-03-01,2025-03,2025,3,Mar,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,8986.86,EUR
635,2026-03-01,2026-03,2026,3,Mar,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,8938.36,EUR
636,2025-04-01,2025-04,2025,4,Apr,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9362.48,EUR
637,2026-04-01,2026-04,2026,4,Apr,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9328.84,EUR
638,2025-05-01,2025-05,2025,5,May,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9540.12,EUR
639,2026-05-01,2026-05,2026,5,May,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9523.04,EUR
640,2025-06-01,2025-06,2025,6,Jun,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9622.3,EUR
641,2026-06-01,2026-06,2026,6,Jun,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9622.42,EUR
642,2025-07-01,2025-07,2025,7,Jul,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9915.14,EUR
643,2026-07-01,2026-07,2026,7,Jul,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,9933.15,EUR
644,2025-08-01,2025-08,2025,8,Aug,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,10583.8,EUR
645,2026-08-01,2026-08,2026,8,Aug,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,10622.11,EUR
646,2025-09-01,2025-09,2025,9,Sep,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,11589.48,EUR
647,2026-09-01,2026-09,2026,9,Sep,IT,Italy,PARTNER,Partner Sales,SVC,Services & Support,11652.34,EUR
